Run, Fill, LumiDel, LumiRec, TimeDel, TimeRec,Delivered (pb),Recorded (pb),Tag,Year,NEvents,NTracks,Eff_BCID0
10847,8784,314.846,306.728,17825.0,17380.496,314.846,306.728,p0010,2023,1721727,1722728.0,99.98472595214844
10849,8786,827.109,808.368,55911.0,54700.072,827.109,808.368,p0010,2023,4509935,4512727.0,99.9862289428711
10857,8794,217.306,211.557,12393.0,12073.23,217.306,211.557,p0010,2023,1201569,1202331.0,99.98011779785156
10859,8796,163.044,158.827,9703.0,9463.393,163.044,158.827,p0010,2023,901592,902184.0,99.97982025146484
10881,8804,297.328,289.758,16855.0,16436.492,297.328,289.758,p0010,2023,1626147,1627200.0,99.98271942138672
10884,8807,94.394,92.009,6129.0,5982.259,94.394,92.009,p0010,2023,525181,525502.0,99.9754409790039
10888,8811,53.867,52.596,4295.0,4206.949,53.867,52.596,p0010,2023,302802,302988.0,99.97721862792969
10921,8816,152.458,148.452,10898.0,10625.056,152.458,148.452,p0010,2023,962784,963324.0,99.97964477539062
10928,8817,753.763,735.857,45993.0,44922.572,753.763,735.857,p0010,2023,4106747,4109303.0,99.98556518554688
10955,8821,863.184,842.517,52274.0,51051.18,863.184,842.517,p0010,2023,4709291,4712369.0,99.98333740234375
10956,8822,746.601,728.406,43777.0,42736.649,746.601,728.406,p0010,2023,4075948,4078537.0,99.9844970703125
11038,8850,59.25,58.215,11954.0,11747.904,59.25,58.215,p0010,2023,343199,343454.0,99.89347076416016
11041,8853,100.649,98.921,12379.0,12171.902,100.649,98.921,p0010,2023,569734,570107.0,99.93317413330078
11068,8858,241.062,236.091,21550.0,21112.365,241.062,236.091,p0010,2023,1370388,1371213.0,99.94355773925781
11070,8860,420.642,412.107,36990.0,36260.474,420.642,412.107,p0010,2023,2363707,2365129.0,99.95851135253906
11079,8863,249.583,244.02,20166.0,19725.359,249.583,244.02,p0010,2023,1425554,1426421.0,99.94062042236328
11081,8865,423.921,415.485,38382.0,37636.906,423.921,415.485,p0010,2023,2365236,2366659.0,99.960693359375
11082,8866,69.519,67.847,5640.0,5511.373,69.519,67.847,p0010,2023,404589,404809.0,99.93528747558594
11086,8870,481.021,470.054,37029.0,36208.039,481.021,470.054,p0010,2023,2677713,2679382.0,99.96602630615234
11088,8872,195.782,189.943,11152.0,10824.822,195.782,189.943,p0010,2023,1111462,1112170.0,99.95979309082031
11089,8873,685.398,668.99,45586.0,44540.009,685.398,668.99,p0010,2023,3771265,3773589.0,99.97346496582031
11093,8877,553.127,540.204,36365.0,35543.499,553.127,540.204,p0010,2023,2969899,2971811.0,99.97633361816406
11096,8880,824.462,805.465,57843.0,56577.751,824.462,805.465,p0010,2023,4529781,4532713.0,99.97409057617188
11098,8882,637.778,621.979,38504.0,37573.406,637.778,621.979,p0010,2023,3505116,3507397.0,99.97527313232422
11127,8885,649.33,633.632,40322.0,39373.759,649.33,633.632,p0010,2023,3560646,3562914.0,99.97854614257812
11156,8891,794.484,772.683,43157.966,41994.805,794.484,772.683,p0010,2023,4364788,4367599.0,99.97747802734375
11208,8891,306.45,300.434,25359.823,24869.453,306.45,300.434,p0010,2023,1661681,1662684.0,99.97996520996094
11211,8894,617.346,601.95,37585.0,36681.036,617.346,601.95,p0010,2023,3390036,3392287.0,99.97976684570312
11212,8895,565.574,550.817,31923.0,31108.088,565.574,550.817,p0010,2023,3092689,3094596.0,99.9761734008789
11213,8898,1186.529,1156.062,67566.541,65868.742,1186.529,1156.062,p0010,2023,6453915,6458030.0,99.98043060302734
11243,8901,433.819,422.442,23742.0,23128.106,433.819,422.442,p0010,2023,2374239,2375668.0,99.97822570800781
11519,9029,549.787,537.462,47870.0,46983.222,549.787,537.462,p0010,2023,3020728,3022547.0,99.96595001220703
11523,9031,728.826,712.0,47931.0,46866.809,728.826,712.0,p0010,2023,3975977,3978568.0,99.97528076171875
11527,9035,687.889,671.597,43418.0,42428.636,687.889,671.597,p0010,2023,3726940,3729190.0,99.70291900634766
11528,9036,779.81,760.513,46637.0,45520.072,779.81,760.513,p0010,2023,4231956,4234626.0,99.97496032714844
11583,9043,851.741,831.154,52957.0,51732.837,851.741,831.154,p0010,2023,4628805,4631706.0,99.97300720214844
11584,9044,804.522,784.745,48954.0,47799.368,804.522,784.745,p0010,2023,4405016,4407816.0,99.97653198242188
11585,9045,776.246,757.425,48532.0,47409.573,776.246,757.425,p0010,2023,4249975,4252717.0,99.97650146484375
11586,9046,345.216,335.657,17943.0,17458.828,345.216,335.657,p0010,2023,1904888,1906085.0,99.9772720336914
11589,9049,563.214,548.692,32123.0,31338.404,563.214,548.692,p0010,2023,3084463,3086362.0,99.97724914550781
11590,9050,387.068,376.753,20333.0,19800.777,387.068,376.753,p0010,2023,2117119,2118373.0,99.97856140136719
11595,9055,35.275,34.404,2826.0,2766.207,35.275,34.404,p0010,2023,196616,196738.0,99.95526123046875
11596,9056,11.247,11.015,1144.0,1122.594,11.247,11.015,p0010,2023,65013,65044.0,99.95694732666016
11597,9057,601.336,586.224,33585.0,32759.274,601.336,586.224,p0010,2023,3186469,3188328.0,99.97935485839844
11599,9059,137.823,133.891,8360.0,8147.327,137.823,133.891,p0010,2023,765390,765853.0,99.97596740722656
11602,9062,151.954,147.617,8238.0,8010.122,151.954,147.617,p0010,2023,841945,842480.0,99.97529602050781
11613,9063,992.546,970.064,71937.0,70436.398,992.546,970.064,p0010,2023,5410518,5414063.0,99.98052215576172
11630,9066,63.49,61.906,4485.0,4383.052,63.49,61.906,p0010,2023,357433,357654.0,99.97230529785156
11700,9067,39.78,38.815,3116.0,3049.706,39.78,38.815,p0010,2023,224251,224404.0,99.97102355957031
11701,9068,188.307,183.1,9963.0,9694.321,188.307,183.1,p0010,2023,1032316,1032981.0,99.98004913330078
11703,9070,748.455,729.547,41779.0,40749.108,748.455,729.547,p0010,2023,4072224,4074838.0,99.97911071777344
11705,9072,803.374,771.364,45027.0,43302.194,803.374,771.364,p0010,2023,8810781,8815910.0,99.9899673461914
11706,9073,7.803,7.519,730.0,707.586,7.803,7.519,p0010,2023,91851,91905.0,99.98475646972656
