Run, Fill, LumiDel, LumiRec, TimeDel, TimeRec,Delivered (pb),Recorded (pb),Tag,Year,NEvents,NTracks,Eff_BCID0
16930,10200,960.392,937.019,50772.0,49558.96,960.392,937.019,p0012,2024,10217444,10227682.0,99.40526580810547
16931,10201,890.941,868.917,45916.0,44758.973,890.941,868.917,p0012,2024,6699428,6706239.0,99.39994049072266
16932,10202,36.278,35.495,2424.0,2277.51,36.278,35.495,p0012,2024,0,0.0,
16934,10204,868.379,846.652,44463.0,43344.455,868.379,846.652,p0012,2024,8869036,8877975.0,99.37549591064453
16936,10206,204.209,198.985,10352.0,10059.8,204.209,198.985,p0012,2024,2145935,2148246.0,99.27672576904297
16937,10207,160.891,156.776,8214.0,7955.436,160.891,156.776,p0012,2024,1682718,1684427.0,99.17919921875
16938,10208,542.407,528.185,26399.0,25645.602,542.407,528.185,p0012,2024,5688375,5694119.0,99.36544036865234
16939,10209,167.476,163.155,8484.0,8196.48,167.476,163.155,p0012,2024,1746787,1748503.0,99.27165222167969
16940,10210,719.209,700.245,34947.0,33921.837,719.209,700.245,p0012,2024,7605911,7613671.0,99.37529754638672
16941,10211,936.896,914.168,49481.0,48269.983,936.896,914.168,p0012,2024,9954430,9964811.0,99.40864562988281
16943,10213,750.778,731.11,36359.0,35361.107,750.778,731.11,p0012,2024,0,0.0,
16963,10214,36.786,36.218,3678.0,3597.554,36.786,36.218,p0012,2024,386943,387320.0,99.19453430175781
16972,10215,34.211,33.431,2277.0,2070.381,34.211,33.431,p0012,2024,0,0.0,
16974,10216,281.822,274.605,13970.0,13585.091,281.822,274.605,p0012,2024,952478,953478.0,99.36674499511719
17018,10218,744.493,725.306,37036.0,35590.686,744.493,725.306,p0012,2024,7912664,7921105.0,99.37374114990234
17023,10219,897.873,875.773,46379.0,45218.203,897.873,875.773,p0012,2024,9575525,9585569.0,99.40628051757812
17095,10222,240.971,234.773,12813.0,11677.38,240.971,234.773,p0012,2024,523571,524130.0,99.36517333984375
17102,10223,653.086,636.091,32113.0,31189.293,653.086,636.091,p0012,2024,6937667,6944742.0,99.36553955078125
17127,10225,263.752,256.939,13179.0,12744.865,263.752,256.939,p0012,2024,1732949,1734720.0,99.36412048339844
17147,10226,910.018,887.609,47203.0,46010.171,910.018,887.609,p0012,2024,9747628,9757765.0,99.39000701904297
17199,10230,389.475,379.293,19090.0,18542.481,389.475,379.293,p0012,2024,1113031,1114108.0,99.39942169189453
17230,10232,318.495,310.213,15725.0,15288.945,318.495,310.213,p0012,2024,3356472,3360058.0,99.34784698486328
