Run, Fill, LumiDel, LumiRec, TimeDel, TimeRec,Delivered (pb),Recorded (pb),Tag,Year,NEvents,NTracks,Eff_BCID0
16972,10215,34.211,33.431,2277.0,2070.381,34.211,33.431,p0012,2024,0,0.0,-1
16974,10216,281.822,274.605,13970.0,13585.091,281.822,274.605,p0012,2024,958548,953507.0,-1
17018,10218,744.493,725.306,37036.0,35590.686,744.493,725.306,p0012,2024,7962530,7921389.0,-1
17023,10219,897.873,875.773,46379.0,45218.203,897.873,875.773,p0012,2024,9632716,9585882.0,-1
17095,10222,240.971,234.773,12813.0,11677.38,240.971,234.773,p0012,2024,526916,524147.0,-1
17102,10223,653.086,636.091,32113.0,31189.293,653.086,636.091,p0012,2024,6981965,6944956.0,-1
17127,10225,263.752,256.939,13179.0,12744.865,263.752,256.939,p0012,2024,1744039,1734763.0,-1
17147,10226,910.018,887.609,47203.0,46010.171,910.018,887.609,p0012,2024,9807453,9757966.0,-1
17199,10230,389.475,379.293,19090.0,18542.481,389.475,379.293,p0012,2024,1119756,1114125.0,-1
17230,10232,318.495,310.213,15725.0,15288.945,318.495,310.213,p0012,2024,3378505,3360140.0,-1
